ObjectID,GlobalID,Date and Time,Notes about area assessed:,Select shrub subspecies,Shrub height (cm),Shrub width 1 (cm),Shrub width 2 (cm),Number of green Rhopalomyia californica galls,Number of dried Rhopalomyia californica galls,distinct areas of Puccinia evadens,Number of Gnorimoschema baccharisella galls,Presence of Aceria baccharipha galls,other notes,CreationDate,Creator,EditDate,Editor,x,y
324,c03b10ba-0de5-469a-828a-266a485782dc,5/1/2021 2:38:00 AM,Landscaping shrubbery- majority ssp pilularis on pebble drainage & soil,Baccharis pilularis ssp. pilularis,13,110,86,0,0,0,0,no,,5/1/2021 2:45:35 AM,ethomsen_UCSDOnline,5/1/2021 2:45:35 AM,ethomsen_UCSDOnline,-117.242121143954,32.8763122753332
325,013e6788-f80c-49a9-90c9-6714015b9580,5/1/2021 2:40:00 AM,Landscaping shrubbery- majority ssp pilularis on pebble drainage & soil,Baccharis pilularis ssp. pilularis,16,78,108,2,0,0,0,no,,5/1/2021 2:45:35 AM,ethomsen_UCSDOnline,5/1/2021 2:45:35 AM,ethomsen_UCSDOnline,-117.242186681958,32.8762939205905
326,c61427b6-71c5-4e1b-b756-e825f0710bff,5/1/2021 2:42:00 AM,Landscaping shrubbery- majority ssp pilularis on pebble drainage & soil,Baccharis pilularis ssp. pilularis,19,69,101,0,0,0,0,no,I'll get the bigger shrubs in this area next week! I ran out of daylight :(,5/1/2021 2:45:36 AM,ethomsen_UCSDOnline,5/1/2021 2:45:36 AM,ethomsen_UCSDOnline,-117.242152631355,32.8763091125296
327,73bf0a67-4f54-4619-9b96-de360ceea9b0,5/1/2021 4:28:00 PM,Located on the UCSD campus between the “La jolla Play house” and “Wagner Dance Building.” A man made flat-gradient lookout location with a pathway. Surrounded by other non-native and native species. ,Baccharis pilularis ssp. consanguinea,155,160,120,1,0,0,0,no,,5/1/2021 4:31:13 PM,ncirrito_UCSDOnline,5/1/2021 4:31:13 PM,ncirrito_UCSDOnline,-117.240124066582,32.8714453049006
328,8cea5fe9-cd9d-4234-9ae6-7bf224b400a6,5/1/2021 4:31:00 PM,Located on the UCSD campus between the “La jolla Play house” and “Wagner Dance Building.” A man made flat-gradient lookout location with a pathway. Surrounded by other non-native and native species. ,Baccharis pilularis ssp. consanguinea,165,170,150,0,3,0,0,no,,5/1/2021 4:32:26 PM,ncirrito_UCSDOnline,5/1/2021 4:32:26 PM,ncirrito_UCSDOnline,-117.240146354458,32.8714126313944
329,38d586eb-ae9e-4562-8210-ae77d855a7c1,5/1/2021 4:32:00 PM,Located on the UCSD campus between the “La jolla Play house” and “Wagner Dance Building.” A man made flat-gradient lookout location with a pathway. Surrounded by other non-native and native species. ,Baccharis pilularis ssp. consanguinea,120,80,40,0,2,0,0,no,,5/1/2021 4:34:30 PM,ncirrito_UCSDOnline,5/1/2021 4:34:30 PM,ncirrito_UCSDOnline,-117.240054530135,32.8714664168607
330,499959a6-bd00-4dea-9b44-0ddf767ee5fe,5/1/2021 4:32:00 PM,Located on the UCSD campus between the “La jolla Play house” and “Wagner Dance Building.” A man made flat-gradient lookout location with a pathway. Surrounded by other non-native and native species. ,Baccharis pilularis ssp. consanguinea,120,80,40,0,2,0,0,no,,5/1/2021 4:39:33 PM,ncirrito_UCSDOnline,5/1/2021 4:39:33 PM,ncirrito_UCSDOnline,-117.240054530135,32.8714664168607
331,3eaf9da2-9a4f-4325-871a-36cbb2874be7,5/1/2021 4:38:00 PM,Located on the UCSD campus between the “La jolla Play house” and “Wagner Dance Building.” A man made flat-gradient lookout location with a pathway. Surrounded by other non-native and native species. ,Baccharis pilularis ssp. consanguinea,160,150,120,1,2,0,0,no,,5/1/2021 4:39:35 PM,ncirrito_UCSDOnline,5/1/2021 4:39:35 PM,ncirrito_UCSDOnline,-117.240232786161,32.8714231428516
332,6c738fc9-f7e2-4200-9ed1-61e475e83b10,5/1/2021 4:39:00 PM,Located on the UCSD campus between the “La jolla Play house” and “Wagner Dance Building.” A man made flat-gradient lookout location with a pathway. Surrounded by other non-native and native species. ,Baccharis pilularis ssp. consanguinea,160,90,85,2,2,0,0,no,,5/1/2021 4:40:58 PM,ncirrito_UCSDOnline,5/1/2021 4:40:58 PM,ncirrito_UCSDOnline,-117.240283044549,32.8713749192409
333,a6977c95-f0d0-49e6-9cdf-3a85d48729bc,5/1/2021 4:41:00 PM,Located on the UCSD campus between the “La jolla Play house” and “Wagner Dance Building.” A man made flat-gradient lookout location with a pathway. Surrounded by other non-native and native species. ,Baccharis pilularis ssp. consanguinea,180,170,110,0,1,0,0,no,,5/1/2021 4:42:03 PM,ncirrito_UCSDOnline,5/1/2021 4:42:03 PM,ncirrito_UCSDOnline,-117.240304779542,32.8713388002951
334,635a286d-b950-4937-96e1-3938232aabaf,5/1/2021 4:42:00 PM,Located on the UCSD campus between the “La jolla Play house” and “Wagner Dance Building.” A man made flat-gradient lookout location with a pathway. Surrounded by other non-native and native species. ,Baccharis pilularis ssp. consanguinea,153,20,12,0,0,0,0,no,,5/1/2021 4:43:18 PM,ncirrito_UCSDOnline,5/1/2021 4:43:18 PM,ncirrito_UCSDOnline,-117.240265109792,32.8714030451738
335,41569981-49b0-4ede-92b2-2f81864e1835,5/1/2021 4:43:00 PM,Located on the UCSD campus between the “La jolla Play house” and “Wagner Dance Building.” A man made flat-gradient lookout location with a pathway. Surrounded by other non-native and native species. ,Baccharis pilularis ssp. consanguinea,190,110,120,3,1,0,0,no,,5/1/2021 4:44:56 PM,ncirrito_UCSDOnline,5/1/2021 4:44:56 PM,ncirrito_UCSDOnline,-117.240240879899,32.8713201057763
336,9864b859-e5e6-44e5-8b34-0f06103ecf7c,5/1/2021 4:45:00 PM,Located on the UCSD campus between the “La jolla Play house” and “Wagner Dance Building.” A man made flat-gradient lookout location with a pathway. Surrounded by other non-native and native species. ,Baccharis pilularis ssp. consanguinea,120,150,55,0,0,0,0,yes,,5/1/2021 4:46:19 PM,ncirrito_UCSDOnline,5/1/2021 4:46:19 PM,ncirrito_UCSDOnline,-117.240251742678,32.8712809422656
337,83fef9bf-bf21-439a-b9fa-bef48c88d4cb,5/1/2021 4:46:00 PM,Located on the UCSD campus between the “La jolla Play house” and “Wagner Dance Building.” A man made flat-gradient lookout location with a pathway. Surrounded by other non-native and native species. ,Baccharis pilularis ssp. consanguinea,200,220,130,4,0,0,0,no,,5/1/2021 4:47:49 PM,ncirrito_UCSDOnline,5/1/2021 4:47:49 PM,ncirrito_UCSDOnline,-117.240211567168,32.8713067384472
338,29785135-23a4-4d92-852b-05ef67bd4dc7,5/1/2021 4:49:00 PM,Located on the UCSD campus behind the “La jolla Play house.” A man made flat-gradient lookout location with a pathway. Surrounded by other non-native and native species. ,Baccharis pilularis ssp. consanguinea,140,110,100,2,0,2,0,yes,,5/1/2021 4:50:48 PM,ncirrito_UCSDOnline,5/1/2021 4:50:48 PM,ncirrito_UCSDOnline,-117.240135282559,32.8713504086769
339,6c985274-e4a3-42a5-8667-13c498aa5025,5/1/2021 4:50:00 PM,Located on the UCSD campus behind the “La jolla Play house.” A man made flat-gradient lookout location with a pathway. Surrounded by other non-native and native species. ,Baccharis pilularis ssp. consanguinea,68,60,50,0,1,3,0,yes,,5/1/2021 4:52:11 PM,ncirrito_UCSDOnline,5/1/2021 4:52:11 PM,ncirrito_UCSDOnline,-117.240271366625,32.8712400381118
340,708dee92-0186-423b-82c2-425c931609b9,5/1/2021 4:52:00 PM,Located on the UCSD campus behind the “La jolla Play house.” A man made flat-gradient lookout location with a pathway. Surrounded by other non-native and native species. ,Baccharis pilularis ssp. consanguinea,130,50,30,0,1,0,0,no,,5/1/2021 4:53:21 PM,ncirrito_UCSDOnline,5/1/2021 4:53:21 PM,ncirrito_UCSDOnline,-117.240282299188,32.8712006640033
341,34a34b1d-9e51-4419-9502-aaa1eaccd9cd,5/1/2021 4:53:00 PM,Located on the UCSD campus behind the “La jolla Play house.” A man made flat-gradient lookout location with a pathway. Surrounded by other non-native and native species. Near a dense patch of cactus ,Baccharis pilularis ssp. consanguinea,100,70,52,0,0,0,0,no,,5/1/2021 4:55:20 PM,ncirrito_UCSDOnline,5/1/2021 4:55:20 PM,ncirrito_UCSDOnline,-117.240287199179,32.8714294432763
342,93564657-d183-4526-bcb3-4cfbab60cf5b,5/1/2021 4:58:00 PM,Located on the UCSD campus behind the “La jolla Play house.” A man made flat-gradient lookout location with a pathway. Surrounded by other non-native and native species. ,Baccharis pilularis ssp. consanguinea,44,56,30,0,0,0,0,no,,5/1/2021 4:59:20 PM,ncirrito_UCSDOnline,5/1/2021 4:59:20 PM,ncirrito_UCSDOnline,-117.240287139671,32.8712988743674
343,5f51aad1-3ece-4bad-b9ae-caf6af5ead6d,5/1/2021 4:59:00 PM,Located on the UCSD campus behind the “La jolla Play house.” A man made flat-gradient lookout location with a pathway. Surrounded by other non-native and native species. ,Baccharis pilularis ssp. consanguinea,105,123,100,0,2,0,0,no,,5/1/2021 5:01:27 PM,ncirrito_UCSDOnline,5/1/2021 5:01:27 PM,ncirrito_UCSDOnline,-117.240256223501,32.8711775931063
344,0702c26e-7f01-4826-962e-a8ac4760a03f,5/1/2021 10:53:00 PM,Coyote shrub found in the Canyonview parking lot on the UCSD campus. Somewhat small shrub growing on a dirt patch next to car lot ,Baccharis pilularis ssp. consanguinea,117,149,72,6,2,0,0,yes,,5/1/2021 11:00:07 PM,j3swanso_UCSDOnline,5/1/2021 11:00:07 PM,j3swanso_UCSDOnline,-117.230311632266,32.8816340351784
345,41601251-c292-4a89-b7c6-f66997e4169c,5/1/2021 11:00:00 PM,Sizeable shrub found in the UCSD parking lot near the Canyonview Pool. Sparse vegetation around this shrub. ,Baccharis pilularis ssp. pilularis,140,142,61,10,1,0,0,no,,5/1/2021 11:09:30 PM,j3swanso_UCSDOnline,5/1/2021 11:09:30 PM,j3swanso_UCSDOnline,-117.230326049139,32.8816704964571
346,0189667b-3d1f-445f-9e9d-976acbd7a050,5/1/2021 11:10:00 PM,Shrub found along the hiking trail of the UCSD Park on even terrain.Very small and dried out. ,Baccharis pilularis ssp. pilularis,83,104,314,0,7,8,0,no,,5/1/2021 11:14:23 PM,j3swanso_UCSDOnline,5/1/2021 11:14:23 PM,j3swanso_UCSDOnline,-117.230479940881,32.8821147792348
347,a944f001-6727-4856-b22f-71d39d355752,5/1/2021 11:15:00 PM,Small shrub located right next to walking path. Growing very close to other plant species as well. Shrub appears to be very green and healthy. ,Baccharis pilularis ssp. pilularis,73,62,48,1,2,0,0,no,,5/1/2021 11:19:22 PM,j3swanso_UCSDOnline,5/1/2021 11:19:22 PM,j3swanso_UCSDOnline,-117.230203757172,32.8821890009873
348,c22ebfc5-f053-451b-a73d-954820a0788a,5/1/2021 11:19:00 PM,Teeny shrub growing right next to a large succulent plant. The shrub is growing underneath some of the large leaves of the succulent. Shrub is very small and green.  ,Baccharis pilularis ssp. pilularis,63,81,23,1,0,0,0,no,,5/1/2021 11:24:36 PM,j3swanso_UCSDOnline,5/1/2021 11:24:36 PM,j3swanso_UCSDOnline,-117.230115411912,32.8822058067032
349,2fc7e4d2-670d-4a02-92ed-02a2443dca9b,5/1/2021 11:24:00 PM,"Small shrub growing on a slope. Very few leaves at the bottom, mostly on the top. Stands upright at a relatively tall height. . ",Baccharis pilularis ssp. consanguinea,132,86,92,3,1,0,0,no,,5/1/2021 11:31:49 PM,j3swanso_UCSDOnline,5/1/2021 11:31:49 PM,j3swanso_UCSDOnline,-117.230090852936,32.8822807828271
350,83c2cb59-7d95-495f-9df8-d42718e998cc,5/1/2021 11:31:00 PM,Shrub spotted growing right next to cement path in the UCSD Park. Shrub growing on uneven terrain.,Baccharis pilularis ssp. consanguinea,137,97,76,1,2,12,0,no,,5/1/2021 11:38:09 PM,j3swanso_UCSDOnline,5/1/2021 11:38:09 PM,j3swanso_UCSDOnline,-117.230090852936,32.882254044556
351,9aa9b8ea-3147-4d84-aa90-3718a57b9995,5/1/2021 11:38:00 PM,Small shrub growing upright a few feet away from the cement path. Growing on somewhat even terrain around with lots of leaves and sticks on the ground. ,Baccharis pilularis ssp. pilularis,111,58,33,2,4,4,0,yes,,5/1/2021 11:44:49 PM,j3swanso_UCSDOnline,5/1/2021 11:44:49 PM,j3swanso_UCSDOnline,-117.230252958943,32.882025511966
352,57e95c14-00b1-4fd5-b776-82baf462da5d,5/1/2021 11:45:00 PM,Small shrub located a few feet away from the cement path. Still a very small shrub but appears to be growing well.,Baccharis pilularis ssp. pilularis,70,83,49,4,2,6,0,yes,,5/1/2021 11:51:49 PM,j3swanso_UCSDOnline,5/1/2021 11:51:49 PM,j3swanso_UCSDOnline,-117.230252958943,32.882025511966
353,9d193955-a4a4-4189-aec1-02920d028aae,5/1/2021 11:51:00 PM,Tiny shrub growing on a few inches or a foot off the ground. Growing next to a few other plant species that are much taller and more robust.,Baccharis pilularis ssp. pilularis,65,71,41,1,1,0,0,no,,5/1/2021 11:56:10 PM,j3swanso_UCSDOnline,5/1/2021 11:56:10 PM,j3swanso_UCSDOnline,-117.230193615069,32.8820764320277
354,da24c543-9e96-4537-8f8c-223d82490d95,5/1/2021 11:57:00 PM,Large shrub located in the UCSD Canyonview parking lot. Shrub found sitting in a planter along with several other shrubs of the same species. The branches of the shrub are flaying outwards. ,Baccharis pilularis ssp. consanguinea,99,150,102,1,2,4,0,no,(Shrub was the wide for the tape measure),5/2/2021 12:03:12 AM,j3swanso_UCSDOnline,5/2/2021 12:03:12 AM,j3swanso_UCSDOnline,-117.230173330863,32.8817954287239
355,41ce14be-5ce4-4820-adcb-bdb565dc41cd,5/2/2021 12:04:00 AM,Medium-sized shrub located in the Canyonview parking lot on the UCSD campus. Shrub sits right next to another shrub of a different species and takes up space between parked cars. ,Baccharis pilularis ssp. pilularis,81,109,14,2,1,0,1,yes,,5/2/2021 12:08:56 AM,j3swanso_UCSDOnline,5/2/2021 12:08:56 AM,j3swanso_UCSDOnline,-117.230450352763,32.8815115336635
356,4dd3a709-da24-4e4b-a784-c2448a0560e8,5/2/2021 8:51:00 PM,Located near Expedition Way. One of the largest coyote brush i’ve seen ,Baccharis pilularis ssp. consanguinea,250,400,350,26,9,1,0,no,,5/2/2021 8:53:41 PM,ncirrito_UCSDOnline,5/2/2021 8:53:41 PM,ncirrito_UCSDOnline,-117.24451022286,32.8707920397445
357,bba165aa-7ea9-43b6-bcb0-da6e7f79e57c,5/4/2021 9:23:00 PM,"Growing along the sidewalk, dry conditions, plenty of sun exposure. Subject to disturbance by passerbyers.",Baccharis pilularis ssp. consanguinea,60,77,30,1,9,0,0,no,,5/5/2021 12:13:16 AM,pdan_UCSDOnline,5/5/2021 12:13:16 AM,pdan_UCSDOnline,-117.207396193021,32.8645646857534
358,ff879f6c-4e78-48cf-b219-f4291e70827a,5/4/2021 9:28:00 PM,Tall shrub in dry brush conditions. Some debris. ,Baccharis pilularis ssp. consanguinea,210,165,200,0,3,2,1,no,,5/5/2021 12:13:17 AM,pdan_UCSDOnline,5/5/2021 12:13:17 AM,pdan_UCSDOnline,-117.206829828628,32.8639516288157
359,86fd5033-4943-4d43-b550-facbca1e0359,5/4/2021 9:31:00 PM,"Tall shrub, in dry conditions but seems to be thriving quite well. ",Baccharis pilularis ssp. consanguinea,170,140,150,0,6,5,0,no,,5/5/2021 12:13:18 AM,pdan_UCSDOnline,5/5/2021 12:13:18 AM,pdan_UCSDOnline,-117.206802306706,32.8639010506788
360,cba299b1-3cae-4b6d-bcdb-86005d149a4b,5/4/2021 9:34:00 PM,Southward facing slope. Dried conditions. Surrounded by similar shrub species.,Baccharis pilularis ssp. consanguinea,215,150,165,3,2,0,0,no,,5/5/2021 12:13:20 AM,pdan_UCSDOnline,5/5/2021 12:13:20 AM,pdan_UCSDOnline,-117.207042504922,32.8639257225114
361,20b30f7b-37e5-4824-84f4-d4126036ed76,5/4/2021 9:50:00 PM,"Adjacent to public hiking trail. Undisturbed conditions on the other side. A source of shelter for rabbits and lizards. Although soil and other sediment is dry, it is surrounded by green vegetation. And is doing well itself. ",Baccharis pilularis ssp. consanguinea,200,180,230,3,0,0,0,no,,5/5/2021 12:13:21 AM,pdan_UCSDOnline,5/5/2021 12:13:21 AM,pdan_UCSDOnline,-117.208160331681,32.8632492137368
362,b1cc269a-b021-4343-9e71-f66532401c88,5/4/2021 9:54:00 PM,Well irrigiated due to sprinklers. Other lush vegetation surrounded it. ,Baccharis pilularis ssp. consanguinea,176,135,120,21,2,0,0,no,,5/5/2021 12:13:24 AM,pdan_UCSDOnline,5/5/2021 12:13:24 AM,pdan_UCSDOnline,-117.209239318099,32.8627299058222
363,c00695dc-c754-473c-91ca-27d02f8550b6,5/4/2021 9:57:00 PM,Right along trail edge. Well shaded on opposite side. Green and surrounded by other thriving scrub and flowers.,Baccharis pilularis ssp. consanguinea,160,140,60,3,0,0,0,yes,,5/5/2021 12:13:25 AM,pdan_UCSDOnline,5/5/2021 12:13:25 AM,pdan_UCSDOnline,-117.209971010882,32.862499830074
364,321b24d8-ada6-403a-ad2d-49ea9242ff9c,5/4/2021 10:01:00 PM,"Growing right along trail edge. Very branched out. Surrounded by other grasses, flowers, and succulents. ",Baccharis pilularis ssp. consanguinea,173,95,215,4,0,1,0,no,,5/5/2021 12:13:26 AM,pdan_UCSDOnline,5/5/2021 12:13:26 AM,pdan_UCSDOnline,-117.210107899129,32.8620216734782
365,0d3e2e16-544e-4a88-8820-ae5d1df6438f,5/4/2021 10:04:00 PM,Very lush vegetation. Right underneath a bridge. And only a meter or so from a train track. Heavily traversed area. ,Baccharis pilularis ssp. consanguinea,200,100,50,11,7,1,0,no,,5/5/2021 12:13:27 AM,pdan_UCSDOnline,5/5/2021 12:13:27 AM,pdan_UCSDOnline,-117.210866569792,32.8617905498445
366,682a9d88-d6e8-45da-ada7-b6793b7627ac,5/4/2021 10:09:00 PM,Very dry surrounding conditions but this organism seemed to be green and well developed. ,Baccharis pilularis ssp. consanguinea,100,60,55,1,1,0,0,no,,5/5/2021 12:13:28 AM,pdan_UCSDOnline,5/5/2021 12:13:28 AM,pdan_UCSDOnline,-117.212139983797,32.8614987696976
367,c9d96b95-dd4d-4b0d-99f5-1003a382a574,5/4/2021 10:11:00 PM,"Growing near a large tree, likely competing for root space. A sparsely growing organism. ",Baccharis pilularis ssp. consanguinea,150,70,55,1,1,0,0,yes,,5/5/2021 12:13:30 AM,pdan_UCSDOnline,5/5/2021 12:13:30 AM,pdan_UCSDOnline,-117.2123978858,32.861484777423
368,a435d8b0-e24e-48f0-a3e2-8933087184ec,5/4/2021 10:17:00 PM,Thin growing branches. Surrounded by other coyote brush. Dry soil and sediments. ,Baccharis pilularis ssp. consanguinea,108,52,50,1,0,0,0,no,,5/5/2021 12:13:31 AM,pdan_UCSDOnline,5/5/2021 12:13:31 AM,pdan_UCSDOnline,-117.215092545772,32.8604296251027
369,fbb35539-8e05-4016-a43d-3c39d38daf69,5/4/2021 10:24:00 PM,"Dry slope, partially southward facing. Dry surrounding conditions. Some of the branches on the plant are very brittle.",Baccharis pilularis ssp. consanguinea,230,185,165,3,0,0,0,no,,5/5/2021 12:13:32 AM,pdan_UCSDOnline,5/5/2021 12:13:32 AM,pdan_UCSDOnline,-117.21844069339,32.8596836039395
370,1a762ca6-27d4-4a7c-9e15-c8e070a254ae,5/5/2021 1:24:00 AM,Found in hard packed soil by trail.,Baccharis pilularis ssp. consanguinea,5,20,19,0,0,0,0,no,Appeared dusty,5/5/2021 1:26:36 AM,aburquiz_UCSDOnline,5/5/2021 1:26:36 AM,aburquiz_UCSDOnline,-117.221047722028,32.856171376055
371,bfc73a3a-901b-4e03-b526-00e96cd26de1,5/5/2021 1:26:00 AM,"Found off trail in front of some large, fenced-off coyotebrush",Baccharis pilularis ssp. consanguinea,19,67,46,0,0,2,0,no,,5/5/2021 1:29:48 AM,aburquiz_UCSDOnline,5/5/2021 1:29:48 AM,aburquiz_UCSDOnline,-117.221041882844,32.8561457016591
372,00984671-997a-42cb-bcd4-dcf3f9954129,5/5/2021 1:32:00 AM,Found in a dried grass area among other plants of similar stature.,Baccharis pilularis ssp. consanguinea,55,45,51,0,1,0,0,no,,5/5/2021 1:35:09 AM,aburquiz_UCSDOnline,5/5/2021 1:35:09 AM,aburquiz_UCSDOnline,-117.221308022877,32.8561632610855
373,0275fa94-5928-4b94-918a-6c421d8c9170,5/5/2021 1:36:00 AM,Found among other coyotebrush of similar sizes.,Baccharis pilularis ssp. consanguinea,62,71,43,0,0,0,0,no,,5/5/2021 1:38:27 AM,aburquiz_UCSDOnline,5/5/2021 1:38:27 AM,aburquiz_UCSDOnline,-117.220652625958,32.8584335412868
374,ee392b98-5a03-4270-bf64-0c521698f48e,5/5/2021 1:40:00 AM,Found among other small coyotebrush on side of trail.,Baccharis pilularis ssp. consanguinea,17,14,16,0,0,0,0,no,Also dusty,5/5/2021 1:42:23 AM,aburquiz_UCSDOnline,5/5/2021 1:42:23 AM,aburquiz_UCSDOnline,-117.220982505299,32.8570617622581
375,0b0e62c3-97cb-429c-9a65-0b60f3776236,5/5/2021 1:42:00 AM,Small mellilot was growing closely to this coyotebrush.,Baccharis pilularis ssp. consanguinea,28,27,19,0,1,0,0,yes,,5/5/2021 1:45:09 AM,aburquiz_UCSDOnline,5/5/2021 1:45:09 AM,aburquiz_UCSDOnline,-117.221521805726,32.8560386305261
376,273cfbeb-bec6-4983-98d3-446ad9872889,5/5/2021 1:45:00 AM,Found close to trail near other tall coyotebrush.,Baccharis pilularis ssp. consanguinea,166,112,120,0,5,0,0,no,,5/5/2021 1:49:09 AM,aburquiz_UCSDOnline,5/5/2021 1:49:09 AM,aburquiz_UCSDOnline,-117.221516175056,32.8560562232811
377,8b5ad1b5-2348-4341-8740-f6d9ddca276e,5/5/2021 1:51:00 AM,"Found among dead, fallen-over coyotebrush ",Baccharis pilularis ssp. consanguinea,45,7,15,0,1,0,0,no,Lots of ants crawling around white fuzz.,5/5/2021 1:53:37 AM,aburquiz_UCSDOnline,5/5/2021 1:53:37 AM,aburquiz_UCSDOnline,-117.221569063596,32.8560370561632
378,7c4db03c-aacc-4b1b-b567-eb6f17a3d3ad,5/5/2021 1:56:00 AM,Found among other cut coyotebrush ,Baccharis pilularis ssp. consanguinea,42,66,43,4,2,0,0,no,,5/5/2021 1:59:24 AM,aburquiz_UCSDOnline,5/5/2021 1:59:24 AM,aburquiz_UCSDOnline,-117.222505231173,32.8556040318958
379,73e1a10c-f2d4-43ac-97a0-d4eabd7113c9,5/5/2021 2:00:00 AM,Found at bottom of north-facing slope,Baccharis pilularis ssp. consanguinea,26,30,31,1,0,0,0,no,,5/5/2021 2:02:38 AM,aburquiz_UCSDOnline,5/5/2021 2:02:38 AM,aburquiz_UCSDOnline,-117.22252398822,32.8555669622177
380,8ef9a6a5-f7ae-426c-8130-50470ee966cb,5/5/2021 2:02:00 AM,Found among mustard near trail.,Baccharis pilularis ssp. consanguinea,26,18,20,0,0,0,0,yes,,5/5/2021 2:04:11 AM,aburquiz_UCSDOnline,5/5/2021 2:04:11 AM,aburquiz_UCSDOnline,-117.222696532019,32.8555460365251
381,7268f9a2-d556-4c4b-9683-8a56f5643ed7,5/5/2021 2:04:00 AM,Found off side of trail near hill of mustard.,Baccharis pilularis ssp. consanguinea,27,36,20,0,0,0,0,no,"Had thick, severed branches.",5/5/2021 2:07:18 AM,aburquiz_UCSDOnline,5/5/2021 2:07:18 AM,aburquiz_UCSDOnline,-117.222933863922,32.8553796532609
382,9c6c9bf1-0e42-4f02-af80-3f6fddb490d2,5/5/2021 1:24:00 AM,Off the side of the trail in a dry area near other small bushes,Baccharis pilularis ssp. consanguinea,19,16,18,0,0,0,0,no,,5/5/2021 2:50:02 AM,s1lippma_UCSDOnline,5/5/2021 2:50:02 AM,s1lippma_UCSDOnline,-117.221216177677,32.8560627764397
383,f0aacb0b-f536-4620-a875-c90605a34806,5/5/2021 1:28:00 AM,On an overgrown trail with lots of mustard plants ,Baccharis pilularis ssp. consanguinea,33,34,27,1,0,0,0,yes,,5/5/2021 2:50:04 AM,s1lippma_UCSDOnline,5/5/2021 2:50:04 AM,s1lippma_UCSDOnline,-117.221037224044,32.8560141614013
384,3eb24425-eb5a-4b62-88ac-e51379e8e16f,5/5/2021 1:31:00 AM,In an overgrown trail area near mustard plants and other weeds,Baccharis pilularis ssp. consanguinea,62,67,60,0,3,0,0,no,,5/5/2021 2:50:05 AM,s1lippma_UCSDOnline,5/5/2021 2:50:05 AM,s1lippma_UCSDOnline,-117.22101333562,32.8559106448971
385,552d7d29-145a-422f-bcff-c1809947f030,5/5/2021 1:34:00 AM,Off side of trail in dry area near other bushes ,Baccharis pilularis ssp. consanguinea,52,49,26,0,0,0,0,no,,5/5/2021 2:50:07 AM,s1lippma_UCSDOnline,5/5/2021 2:50:07 AM,s1lippma_UCSDOnline,-117.221398239585,32.8562394017296
386,7971889f-36d6-4d55-a6e4-9f90dee328da,5/5/2021 1:37:00 AM,Off side in trail in an area that gets shady in the evening,Baccharis pilularis ssp. consanguinea,18,16,13,0,0,0,0,no,,5/5/2021 2:50:08 AM,s1lippma_UCSDOnline,5/5/2021 2:50:08 AM,s1lippma_UCSDOnline,-117.22130251128,32.8561960067906
387,d0494aa8-4837-413e-ad43-4c3ea5540afa,5/5/2021 1:40:00 AM,"Off side of main trail near larger bush, small melilot slower growing in the bush, lots of ants on the bush and little white mites (not sure what type)",Baccharis pilularis ssp. consanguinea,17,23,18,0,0,1,0,no,,5/5/2021 2:50:09 AM,s1lippma_UCSDOnline,5/5/2021 2:50:09 AM,s1lippma_UCSDOnline,-117.221598979195,32.8560445458003
388,2c23ba31-6a73-4548-8859-809e2c877af3,5/5/2021 1:46:00 AM,"Off side of trail near larger bush, this bush was cut back so this is new growth",Baccharis pilularis ssp. consanguinea,63,136,43,1,1,0,2,yes,,5/5/2021 2:50:10 AM,s1lippma_UCSDOnline,5/5/2021 2:50:10 AM,s1lippma_UCSDOnline,-117.222193423768,32.8557631653108
389,a3fe7de6-cc73-45a4-a3de-120109787e5b,5/5/2021 1:54:00 AM,"Near the shade of tree of side of trail, near mustard filed ",Baccharis pilularis ssp. consanguinea,75,44,36,0,0,0,0,no,,5/5/2021 2:50:11 AM,s1lippma_UCSDOnline,5/5/2021 2:50:11 AM,s1lippma_UCSDOnline,-117.222362402936,32.8555312799596
390,f64caf18-a3dc-4eea-9ec2-3642e15dc51b,5/5/2021 1:59:00 AM,"Off side of trail near fence and dried brush, part of larger cut back bush",Baccharis pilularis ssp. consanguinea,38,58,40,3,4,0,0,no,,5/5/2021 2:50:12 AM,s1lippma_UCSDOnline,5/5/2021 2:50:12 AM,s1lippma_UCSDOnline,-117.222763141726,32.8554734029182
391,46deb0fe-7bba-4934-9b33-79f3ccfb43e5,5/5/2021 2:03:00 AM,Off side of trail near an artimisia californica ,Baccharis pilularis ssp. consanguinea,16,12,13,0,0,0,0,no,,5/5/2021 2:50:13 AM,s1lippma_UCSDOnline,5/5/2021 2:50:13 AM,s1lippma_UCSDOnline,-117.222899766748,32.8554324154117
392,ade0a9fd-1d77-46a4-ae55-085729b41fae,5/6/2021 8:48:00 PM,Median strip on Torrey pines. Mulched ground.,Baccharis pilularis ssp. pilularis,37,211,185,72,11,0,0,yes,,5/6/2021 9:33:28 PM,ethomsen_UCSDOnline,5/6/2021 9:33:28 PM,ethomsen_UCSDOnline,-117.243609965259,32.8766517500448
393,1f9afd21-c348-4ce7-9d31-436e0c47d112,5/6/2021 8:55:00 PM,Mulched ground on median strip ,Baccharis pilularis ssp. pilularis,27,143,190,87,8,0,0,yes,,5/6/2021 9:33:30 PM,ethomsen_UCSDOnline,5/6/2021 9:33:30 PM,ethomsen_UCSDOnline,-117.243682309844,32.8772196246986
